"title","price","imageUrl","url","time"
"$18 Logo Shirt, Red","$18","img/shirts/shirt-101.jpg","http://www.shirts4mike.com/shirt.php?id=101","2017-09-15T21:08:39.308Z"
"$20 Mike the Frog Shirt, Black","$20","img/shirts/shirt-102.jpg","http://www.shirts4mike.com/shirt.php?id=102","2017-09-15T21:08:39.295Z"
"$20 Mike the Frog Shirt, Blue","$20","img/shirts/shirt-103.jpg","http://www.shirts4mike.com/shirt.php?id=103","2017-09-15T21:08:39.327Z"
"$18 Logo Shirt, Green","$18","img/shirts/shirt-104.jpg","http://www.shirts4mike.com/shirt.php?id=104","2017-09-15T21:08:39.320Z"
"$25 Mike the Frog Shirt, Yellow","$25","img/shirts/shirt-105.jpg","http://www.shirts4mike.com/shirt.php?id=105","2017-09-15T21:08:39.315Z"
"$20 Logo Shirt, Gray","$20","img/shirts/shirt-106.jpg","http://www.shirts4mike.com/shirt.php?id=106","2017-09-15T21:08:39.285Z"
"$20 Logo Shirt, Teal","$20","img/shirts/shirt-107.jpg","http://www.shirts4mike.com/shirt.php?id=107","2017-09-15T21:08:39.341Z"
"$25 Mike the Frog Shirt, Orange","$25","img/shirts/shirt-108.jpg","http://www.shirts4mike.com/shirt.php?id=108","2017-09-15T21:08:39.332Z"
